ID,Leaf_shape,Leaf_edge,n_shoot_axis,Tray,Row,Column,Comments
174-1,l,g,2,34,3,6,
174-2,l,g,1,34,4,1,
174-3,l,g,2,34,4,2,
175-1,o,g,1,34,4,3,
176-1,o,g,2,34,4,4,
176-2,,,n,34,4,5,
176-3,o,g,2,34,4,6,
177-1,o,g,2,34,5,1,
177-2,n,g,1,34,5,2,
177-3,l,g,1,34,5,3,
177-4,o,g,1,34,5,4,
177-5,n,n,1,34,5,5,
177-6,n,n,1,34,5,6,
177-7,o,g,1,34,6,1,
177-8,n,n,1,34,6,2,
177-9,o,g,1,34,6,3,
177-10,n,n,1,34,6,4,
177-11,l,g,1,34,6,5,
177-12,o,g,1,34,6,6,
177-13,o,g,1,34,7,1,
177-14,n,s,1,34,7,2,
177-15,o,g,2,34,7,3,
177-16,n,n,1,34,7,4,
177-17,l,g,1,34,7,5,
177-18,n,n,3,34,7,6,
177-19,n,n,1,34,8,1,
177-20,o,g,4,34,8,2,
179-1,l,g,2,34,8,3,
179-2,n,g,3,34,8,4,
179-3,l,g,2,34,8,5,
179-4,n,g,4,34,8,6,
180-1,o,n,1,35,1,1,
180-2,o,s,1,35,1,2,
180-3,n,n,1,35,1,3,
180-4,n,n,1,35,1,4,
180-5,n,n,1,35,1,5,
180-6,l,g,3,35,1,6,
180-7,n,n,1,35,2,1,
180-8,n,n,1,35,2,2,
180-9,o,g,2,35,2,3,
180-10,o,g,2,35,2,4,
180-11,n,n,1,35,2,5,
181-1,o,g,1,35,2,6,
182-1,n,n,2,35,3,1,
182-2,o,g,2,35,3,2,
182-3,l,g,3,35,3,3,
182-4,n,n,1,35,3,4,
183-1,n,n,1,35,3,5,
183-2,n,n,1,35,3,6,
183-3,l,g,1,35,4,1,
183-4,o,n,1,35,4,2,
183-5,o,g,2,35,4,3,
183-6,n,n,1,35,4,4,
183-7,n,n,1,35,4,5,
183-8,n,n,1,35,4,6,
183-9,l,s,1,35,5,1,
183-10,l,g,2,35,5,2,
183-11,l,s,1,35,5,3,
183-12,l,g,2,35,5,4,
183-13,o,g,1,35,5,5,
183-14,n,n,2,35,5,6,
183-15,l,s,1,35,6,1,
183-16,n,n,1,35,6,2,
183-17,l,g,1,35,6,3,
183-18,l,n,1,35,6,4,
183-19,l,g,1,35,6,5,
183-20,l,g,1,35,6,6,
184-1,,,n,35,7,1,
184-2,l,g,1,35,7,2,
184-3,o,g,2,35,7,3,
184-4,o,g,2,35,7,4,
184-5,n,n,1,35,7,5,
184-6,o,g,1,35,7,6,
184-7,o,g,2,35,8,1,
184-8,o,g,1,35,8,2,
184-9,o,g,3,35,8,3,
184-10,o,g,1,35,8,4,
184-11,l,s,1,35,8,5,
184-12,n,n,1,35,8,6,
184-13,n,n,1,36,1,1,
184-14,o,g,2,36,1,2,
184-15,o,g,1,36,1,3,
184-16,o,g,1,36,1,4,
184-17,o,g,0,36,1,5,
184-18,l,g,1,36,1,6,
184-19,n,n,1,36,2,1,
184-20,o,g,1,36,2,2,
187-1,o,g,1,36,2,3,
187-2,n,n,1,36,2,4,
187-3,l,g,4,36,2,5,
187-4,n,n,2,36,2,6,
187-5,o,g,2,36,3,1,
187-6,n,n,2,36,3,2,
189-1,o,g,1,36,3,3,
191-1,o,g,2,36,3,4,
191-2,o,g,1,36,3,5,
191-3,o,g,1,36,3,6,
191-4,o,g,3,36,4,1,
191-5,o,n,4,36,4,2,
191-6,o,g,2,36,4,3,
191-7,o,g,3,36,4,4,
191-8,o,g,2,36,4,5,
195-1,l,g,4,36,4,6,
196-1,o,s,1,36,5,1,
196-2,o,s,1,36,5,2,
200-1,o,s,4,36,5,3,
200-2,l,s,6,36,5,4,
200-3,l,g,2,36,5,5,
201-1,o,g,2,36,5,6,
203-1,l,g,1,36,6,1,
203-2,l,s,1,36,6,2,
203-3,l,s,2,36,6,3,
203-4,n,g,3,36,6,4,
203-5,l,n,2,36,6,5,
203-6,o,s,2,36,6,6,
203-7,l,s,1,36,7,1,
203-8,n,n,1,36,7,2,
203-9,o,g,1,36,7,3,
203-10,o,g,1,36,7,4,
203-11,n,g,2,36,7,5,
205-1,,,n,36,7,6,
205-2,l,s,5,36,8,1,
205-3,o,g,5,36,8,2,
205-4,n,n,1,36,8,3,
205-5,,,n,36,8,4,
405-18,n,n,2,37,,,
305-1,n,n,4,37,,,
305-2,n,n,2,37,,,
305-3,n,n,1,37,,,
305-4,n,n,1,37,,,
307-1,n,n,1,37,,,
308-1,n,n,1,37,,,
308-2,n,n,1,37,,,
308-3,o,g,1,37,,,
308-4,o,g,1,37,,,
308-5,o,g,1,37,,,
308-6,o,g,1,37,,,
308-7,o,g,2,37,,,
308-8,n,n,1,37,,,
308-9,o,g,2,37,,,
308-10,n,n,2,37,,,
308-11,o,g,1,37,,,
308-12,o,g,1,37,,,
308-13,o,g,2,37,,,
308-14,n,n,1,37,,,
308-15,n,n,1,37,,,
308-16,o,g,1,37,,,
308-17,o,g,1,37,,,
308-18,o,g,1,37,,,
308-19,o,g,1,37,,,
310-1,o,g,1,37,,,
310-2,o,g,3,37,,,
310-3,o,g,1,37,,,
310-4,n,n,1,37,,,
310-5,o,g,1,37,,,
310-6,o,g,1,37,,,
310-7,n,n,1,37,,,
310-8,l,g,1,37,,,
310-9,o,g,1,37,,,
310-10,n,g,1,37,,,
310-11,o,g,1,37,,,
310-12,n,n,1,37,,,
310-13,o,g,1,37,,,
310-14,o,g,1,37,,,
310-15,o,g,2,37,,,
310-16,o,g,1,37,,,
310-17,o,g,1,37,,,
310-18,o,g,1,37,,,
310-19,o,g,1,37,,,
310-20,n,n,1,37,,,
310-21,o,g,1,37,,,
315-1,o,g,1,37,,,
315-2,o,g,1,37,,,
315-3,o,g,1,37,,,
